sex age height weight bmi
1 192 163.5 91.9 34.38
1 138 148.2 54.7 24.91
1 64 112.6 18.6 14.67
1 36 95.4 15.2 16.7
1 67 110.8 17 13.85
0 145 142.5 46.2 22.75
0 175 175.1 51.7 16.86
1 42 93.3 12.5 14.36
0 94 132.2 28.4 16.25
0 150 158.1 39.4 15.76
1 90 122.2 25 16.74
0 179 167.9 75.2 26.68
1 96 130.2 43.7 25.78
0 192 173.7 106.1 35.17
1 70 111.4 18.6 14.99
1 222 161.2 61 23.47
1 92 127.5 24.3 14.95
0 83 125.4 26.9 17.11
0 206 169.5 69.6 24.23
0 89 126.3 26.1 16.36
1 70 120.8 26.5 18.16
1 160 161.2 57.4 22.09
0 59 100.4 15 14.88
1 184 163.6 42.7 15.95
0 73 118.6 25.2 17.92
1 177 162.1 56.2 21.39
0 110 138.8 28.3 14.69
0 115 133.5 31.9 17.9
1 71 118.2 24.3 17.39
1 235 158.1 52.3 20.92
0 84 134.7 38.6 21.27
0 50 100.5 16.2 16.04
1 159 166 56.9 20.65
1 193 156.2 81.1 33.24
1 147 155.7 44.2 18.23
0 99 127.3 25.2 15.55
0 63 107.8 19.7 16.95
0 182 172 56.1 18.96
0 72 110 18.8 15.54
1 213 176.7 128.8 41.25
1 84 122 22.1 14.85
0 191 174.8 82.3 26.93
0 33 92.1 15.3 18.04
1 208 164.7 59.5 21.93
1 47 97 13.1 13.92
0 118 142.5 33.3 16.4
1 43 100.3 15 14.91
1 76 121.6 25.5 17.25
1 136 154.7 36.6 15.29
0 157 177.9 100.2 31.66
0 208 165.9 56.5 20.53
0 202 169.9 85.9 29.76
0 130 153.3 60 25.53
0 58 113.4 21.2 16.49
1 36 94.5 14.1 15.79
0 159 168.1 83.1 29.41
1 77 119.9 21 14.61
0 117 143.2 45.4 22.14
1 134 150.7 41.1 18.1
0 198 176.9 73.2 23.39
0 158 153 45.9 19.61
1 205 165.5 65 23.73
0 200 175.2 56.8 18.5
1 103 121 21.5 14.68
1 188 161.4 47.8 18.35
0 153 152.6 41.2 17.69
1 142 160.2 61.3 23.89
0 239 166.4 63.3 22.86
1 233 158.3 85.5 34.12
1 156 154.9 63.1 26.3
0 209 169 58.7 20.55
0 228 179 67.8 21.16
0 184 168.3 55 19.42
0 52 106.4 18.1 15.99
0 235 175.9 68.9 22.27
1 209 151.9 56.5 24.49
0 91 123.8 40.4 26.36
0 97 130.8 24.2 14.14
0 88 125.2 24.2 15.44
0 99 132 30.1 17.28
0 162 156.2 57.2 23.44
0 164 171.6 65.5 22.24
1 215 167.2 53.5 19.14
1 151 146.4 57.3 26.73
0 147 142.8 30.8 15.1
0 174 169.9 61.5 21.31
0 199 175.8 72.5 23.46
1 209 162.2 51.8 19.69
1 76 115.8 18.9 14.09
1 221 167.1 60.4 21.63
1 195 171.4 85 28.93
1 49 108.9 16.3 13.74
1 30 94.4 15.7 17.62
1 28 89.7 12.3 15.29
0 159 147.6 38.6 17.72
1 136 146.3 47.8 22.33
1 127 140.94 40.1 20.19
1 56 120.8 22.7 15.56
0 231 175.7 60.3 19.53
1 197 163.4 47.9 17.94
1 107 127.5 26 15.99
0 150 166.2 53.2 19.26
1 220 170.6 90.9 31.23
1 104 132.6 26.6 15.13
1 187 156.3 57.4 23.5
1 41 94.1 13.8 15.58
0 86 120.4 24.4 16.83
1 29 85.3 10.4 14.29
1 228 169.1 75.1 26.26
0 48 107.8 17 14.63
1 161 160.9 72.8 28.12
0 188 168.8 103.8 36.43
1 25 87.4 14.5 18.98
1 128 158.3 49 19.55
1 93 122.6 23.2 15.44
0 144 169.9 65.8 22.79
0 63 114.2 19.5 14.95
1 153 154.5 36.8 15.42
1 167 168.9 85.6 30.01
1 94 128.7 25.8 15.58
0 217 175.6 153.7 49.85
0 211 184.7 71 20.81
1 143 155.4 32.8 13.58
0 199 174.3 75.5 24.85
1 46 99.2 16.2 16.46
1 170 152.9 43.6 18.65
1 232 168.2 53.4 18.88
0 88 124.7 25.8 16.59
1 192 157.5 47.7 19.23
1 209 163.7 61.7 23.02
0 153 163.9 53.7 19.99
1 33 88.9 13.3 16.83
1 36 99.8 14.1 14.16
1 81 122.1 26.2 17.57
1 201 147.9 68.3 31.22
0 65 109.5 22.8 19.02
1 175 153.3 59 25.11
0 222 176.6 63.7 20.42
0 160 164.9 47.9 17.62
1 100 138.3 50.3 26.3
0 75 120.3 19.1 13.2
1 54 113.2 19.7 15.37
1 194 160.6 74.8 29
1 127 143.4 28.2 13.71
0 211 181.3 69.9 21.27
0 25 82.3 11.3 16.68
1 46 106.5 21.3 18.78
1 28 88 12.5 16.14
1 164 161.2 96 36.94
1 155 175.5 61.6 20
0 191 192.4 76.5 20.67
0 133 143.9 36.9 17.82
0 98 134 39.3 21.89
1 180 163.3 72.7 27.26
0 172 156.6 38.8 15.82
1 216 151.3 90 39.32
0 215 170.5 57.1 19.64
0 173 179.6 91 28.21
0 117 144.6 37.5 17.93
1 214 149 42.4 19.1
0 207 168.1 57.6 20.38
0 105 129.3 27.4 16.39
0 188 160.2 46.1 17.96
1 200 171.6 63.6 21.6
1 122 142.8 33.2 16.28
0 220 179.9 107.5 33.22
1 60 106.9 16.6 14.53
1 134 161.9 64 24.42
1 109 127.5 25.9 15.93
0 106 139.8 31.6 16.17
1 209 177.4 79.2 25.17
0 86 116.4 24.9 18.38
0 204 177.2 94 29.94
0 124 156.3 71.4 29.23
1 50 101 15.8 15.49
0 230 165.7 61.5 22.4
0 37 99.3 15 15.21
0 234 180.9 78 23.84
0 172 155.1 52.4 21.78
1 196 162 50.8 19.36
0 76 118.2 21.4 15.32
0 212 174.8 71.2 23.3
0 165 165.6 75.3 27.46
0 221 185.6 79.1 22.96
1 154 145.6 51.9 24.48
0 150 155.7 48.1 19.84
0 187 151 35.4 15.53
1 81 128.8 22.7 13.68
1 97 125.3 23 14.65
0 217 179.5 88.7 27.53
1 131 155 36.3 15.11
1 238 162.7 57.9 21.87
1 203 157.8 54.9 22.05
1 207 163.4 54.1 20.26
0 29 84.8 11 15.3
0 34 97.6 15.9 16.69
0 106 135.5 44.4 24.18
0 79 119.1 22.8 16.07
0 87 117.9 22.3 16.04
1 81 121.5 24 16.26
1 44 100.6 15.8 15.61
1 178 172.6 80.4 26.99
0 40 97 15.4 16.37
1 38 98.4 15.8 16.32
0 210 172.4 72.8 24.49
1 239 159.7 70 27.45
1 26 91.6 22.7 27.05
1 195 161.1 62.3 24
1 67 121.7 32.2 21.74
0 79 122.5 29.8 19.86
1 211 170 59.9 20.73
1 109 134.6 29.2 16.12
0 84 122.3 34.9 23.33
0 202 189.4 78 21.74
0 165 168.6 57.9 20.37
1 232 164.1 45.5 16.9
0 93 116.8 18.2 13.34
0 72 122.3 27.1 18.12
1 150 170.1 54.3 18.77
1 223 172.9 91.9 30.74
0 160 148.9 32.9 14.84
1 133 156 68.9 28.31
0 49 105.3 18.4 16.59
1 163 166 48 17.42
1 25 86.3 12.2 16.38
0 224 170.1 68.9 23.81
0 206 184.3 70 20.61
0 96 125.3 25 15.92
0 64 121.2 23.6 16.07
0 94 127.7 28.5 17.48
0 157 162.2 43.7 16.61
1 43 99.8 13.7 13.75
0 222 160.2 56.7 22.09
0 208 180 127.2 39.26
1 236 166 67.1 24.35
1 98 117.1 19.8 14.44
0 184 177.2 55.2 17.58
0 45 97.8 14.5 15.16
1 118 146.5 46.4 21.62
1 95 129.2 24.6 14.74
0 60 114 19.7 15.16
1 215 159.8 46.7 18.29
1 181 164.2 59.8 22.18
1 39 99 15.4 15.71
1 111 129.6 23.2 13.81
0 50 100.9 14.8 14.54
1 157 156.4 50.4 20.6
0 57 111.8 19 15.2
1 144 162.2 49.3 18.74
0 55 108.5 18.7 15.88
1 212 167.2 76.1 27.22
0 140 145.4 37 17.5
1 85 126 28.7 18.08
1 220 167.4 76 27.12
1 58 108.1 16.5 14.12
0 54 105.4 21.5 19.35
0 163 166.4 65.7 23.73
1 134 141 36.2 18.21
1 167 153 52.5 22.43
0 45 98.4 14.9 15.39
0 204 176.5 62.3 20
1 184 166.1 49.3 17.87
1 203 164.5 75 27.72
0 130 147.9 37.4 17.1
1 164 155.2 76.7 31.84
1 215 163.6 69.1 25.82
0 236 178.2 80.3 25.29
0 110 137 29.2 15.56
1 191 153.9 47.2 19.93
1 109 140.9 44.7 22.52
0 111 124.8 20.9 13.42
1 179 155.7 59.1 24.38
0 147 149.1 55.5 24.97
0 215 176.4 82.8 26.61
1 182 166.3 54.9 19.85
0 217 185.9 105.8 30.61
1 160 161.9 46.7 17.82
0 126 137.6 38.5 20.33
1 89 128 25.8 15.75
0 114 139.7 35.3 18.09
1 27 85.3 11.2 15.39
0 193 167.4 57 20.34
0 89 123.8 22 14.35
1 184 173.2 60.4 20.13
0 102 137.2 32.4 17.21
0 71 114.5 18.2 13.88
1 204 151.2 49.1 21.48
0 62 119.6 42 29.36
1 198 168.5 73.9 26.03
0 68 118.3 25 17.86
0 198 161.4 84.1 32.28
0 198 180.8 86.3 26.4
1 206 164.8 54.6 20.1
1 209 170.5 47.7 16.41
1 146 151.4 65.4 28.53
0 162 156.9 53.3 21.65
1 96 123.9 23.9 15.57
1 199 163.6 48.9 18.27
0 191 185.8 101.5 29.4
0 84 126 24.4 15.37
0 228 192.2 94.5 25.58
1 210 172.1 60.2 20.33
0 150 158.2 49.5 19.78
0 183 161.5 47.1 18.06
1 65 109 21.3 17.93
0 57 108.6 19.5 16.53
1 215 166.6 80.9 29.15
0 154 159.4 66.6 26.21
1 97 123.1 22.5 14.85
1 69 115.7 26.5 19.8
1 49 108.9 27.9 23.53
1 73 121.2 30.9 21.04
1 174 158.3 70.5 28.13
0 198 171 67.7 23.15
1 82 116.4 19.7 14.54
0 33 96.7 14.4 15.4
1 154 160.8 58.7 22.7
0 69 121 36 24.59
1 31 87.4 12.5 16.36
0 197 169 90.1 31.55
0 127 139.3 34.4 17.73
1 60 107.4 19.6 16.99
0 144 142.8 34.6 16.97
0 101 127.9 42.1 25.74
0 140 146 44.3 20.78
0 106 134.1 34.1 18.96
1 132 161.6 58.3 22.32
0 165 164.7 49.1 18.1
0 239 169.6 60.7 21.1
0 215 157.8 55.5 22.29
1 95 126.6 27.2 16.97
0 138 150.9 46.6 20.46
0 154 167.7 64.9 23.08
0 76 124.8 24.8 15.92
1 84 122.3 30.1 20.12
1 235 162 92 35.06
0 233 160.1 54.7 21.34
0 172 169.7 53.5 18.58
1 182 152.8 47.9 20.52
1 133 151.4 56 24.43
0 26 83.5 12.6 18.07
0 228 169.6 55.4 19.26
0 119 141.3 65.4 32.76
0 195 170 65.8 22.77
0 45 105.7 20.2 18.08
1 228 153.6 82.3 34.88
1 223 174.7 101.9 33.39
1 205 161.7 50.9 19.47
0 149 143.8 36.9 17.84
1 198 153.5 73.9 31.36
0 182 170.9 63.4 21.71
0 100 131.2 49.9 28.99
0 124 136.7 27.8 14.88
0 115 131 24.3 14.16
1 126 142 40.6 20.13
1 119 152.9 36.8 15.74
0 110 143.2 45.3 22.09
0 178 169.1 65.6 22.94
1 186 161.9 67.1 25.6
0 216 180.1 79.5 24.51
1 188 151.8 73.2 31.77
1 208 167.6 71.9 25.6
0 109 138.8 43.8 22.74
0 205 166.9 61 21.9
1 178 165.8 68.8 25.03
1 208 158.9 59.6 23.6
1 82 118 20.6 14.79
0 204 157 45.8 18.58
0 184 160.5 42.9 16.65
0 145 150 37.8 16.8
1 190 162.7 64.3 24.29
0 30 97.8 16 16.73
1 151 157.7 57.2 23
0 177 161.3 96.9 37.24
0 64 110.3 19 15.62
1 186 161.4 61.5 23.61
0 153 146.9 35.1 16.27
0 145 157.9 63.5 25.47
1 181 169.9 54.5 18.88
1 210 157.2 48 19.42
0 30 95.3 15.1 16.63
1 149 156.9 50.5 20.51
1 226 168 70.1 24.84
1 233 159.4 57.6 22.67
0 230 167.9 62.6 22.21
1 120 140.3 34 17.27
0 157 145 33.4 15.89
0 174 160 64.5 25.2
0 36 92.4 12.9 15.11
0 167 179.9 68.1 21.04
1 64 109.4 16.8 14.04
1 228 154.8 53.6 22.37
0 156 163.1 47.9 18.01
1 203 157.4 68.2 27.53
0 77 122.5 26.7 17.79
0 154 161.8 48.8 18.64
0 194 178.4 69.5 21.84
0 77 117.9 22.7 16.33
1 182 149 38 17.12
0 109 135.2 33 18.05
0 49 98.5 15.6 16.08
0 58 110.8 18.9 15.4
1 192 152.9 52.4 22.41
0 129 133.6 33.5 18.77
0 204 180.7 71.1 21.77
1 87 131 25.6 14.92
0 187 169.5 74.5 25.93
1 153 159.7 37 14.51
0 173 169 61.6 21.57
0 235 165.9 53.5 19.44
1 64 108.4 19.5 16.59
1 109 134.7 28.3 15.6
0 188 167.9 74.2 26.32
0 38 94.8 13.9 15.47
0 182 187.8 88 24.95
0 25 93.2 13.4 15.43
1 94 133.5 41 23
1 102 129.3 28.3 16.93
0 180 166.8 61.6 22.14
0 150 152.5 69.3 29.8
0 73 118.8 22.7 16.08
0 236 177.4 59.1 18.78
1 101 131 26.4 15.38
1 161 159 67.7 26.78
1 150 162.2 72.3 27.48
1 201 161.3 58.8 22.6
0 142 152.2 44.4 19.17
1 147 140.5 35.9 18.19
1 175 162.6 56.3 21.29
1 187 161.8 75.3 28.76
1 214 167.8 74.5 26.46
0 188 175.8 82.2 26.6
1 170 161.3 44.9 17.26
0 213 174.4 78.5 25.81
0 237 171.2 61.7 21.05
0 185 178.3 63.8 20.07
0 130 148.8 51.8 23.4
0 227 174.5 67 22
0 221 169.5 87.5 30.46
0 199 168.2 69.7 24.64
0 218 159.8 56.2 22.01
1 35 91.4 12.4 14.84
1 32 88.3 13.3 17.06
0 142 162 58.6 22.33
1 122 138 32.7 17.17
1 152 160.6 62.4 24.19
1 36 97.6 17.7 18.58
1 151 139 32.3 16.72
0 206 174.3 96.7 31.83
0 204 178.9 61.7 19.28
0 211 168.3 55.7 19.66
1 196 162.4 57.5 21.8
1 55 104.8 19.2 17.48
0 72 134 39 21.72
1 236 157.1 52 21.07
0 204 168.7 62 21.79
0 235 173.4 65.6 21.82
0 159 150 72.1 32.04
0 46 108.3 24.1 20.55
0 164 166.7 55.8 20.08
0 142 151.4 72.7 31.72
1 160 160.7 50.6 19.59
1 143 160.5 58.1 22.55
0 119 135.7 42.2 22.92
1 108 130 28.6 16.92
1 27 84.7 10.7 14.91
1 137 140 31.1 15.87
1 195 165.8 74.6 27.14
1 105 128.5 25.3 15.32
1 192 154 61.2 25.81
1 145 144.4 47 22.54
0 66 113.8 21.2 16.37
0 31 88.3 12.5 16.03
1 46 101 15.5 15.19
1 54 104.1 15.9 14.67
1 41 94.5 13.4 15.01
1 199 161.2 68.3 26.28
0 180 174.4 74.7 24.56
0 194 181.4 76.5 23.25
1 139 162.2 69.8 26.53
1 157 160.9 53.5 20.67
1 170 159 56.3 22.27
1 202 144.5 42 20.11
1 103 122 27.7 18.61
0 97 129 26.7 16.04
0 231 176.2 85.8 27.64
0 209 179.3 84.6 26.32
0 231 158.7 52 20.65
1 186 157.2 45.5 18.41
1 198 151.5 75.6 32.94
0 131 167.5 83.7 29.83
1 30 87.6 12.6 16.42
0 209 172.1 75.4 25.46
0 35 100.4 15.5 15.38
0 172 164.9 44.5 16.37
1 110 139.3 44.2 22.78
1 221 166.3 78.6 28.42
1 107 137.1 40 21.28
1 187 161.9 46.1 17.59
1 169 153.6 49.8 21.11
0 178 166.8 59.8 21.49
0 115 129.8 29 17.21
1 212 165.6 59.3 21.62
1 88 121.8 24.4 16.45
0 134 156.8 46.5 18.91
1 25 86.6 11 14.67
0 227 179 62.1 19.38
0 26 90.5 15.4 18.8
1 236 157.9 62 24.87
1 77 118 26.1 18.74
0 178 160.1 42.7 16.66
0 39 97.4 14.9 15.71
0 41 99.3 15.4 15.62
0 80 125.1 22.9 14.63
0 105 134.8 47.9 26.36
1 89 119 21.8 15.39
0 209 183.4 81.2 24.14
1 201 168.2 59.6 21.07
1 235 164.3 60.6 22.45
1 28 91.3 12.5 15
1 182 143.3 38.3 18.65
1 196 167.9 62.8 22.28
1 36 95.3 13.8 15.19
0 133 151.1 39.3 17.21
0 73 112.4 18.6 14.72
1 148 136 34.8 18.81
0 98 126.1 29.6 18.61
0 33 93.8 14.1 16.03
1 217 154.1 47.4 19.96
1 224 158.4 54.8 21.84
0 94 125.8 22.5 14.22
1 99 136.6 47.6 25.51
1 121 139.2 32.7 16.88
0 173 182.4 76.6 23.02
0 70 112 19.9 15.86
0 223 181.2 67.8 20.65
1 175 165.4 51.3 18.75
0 223 175.4 65.2 21.19
1 159 156.3 38.2 15.64
0 162 169.4 66.8 23.28
0 163 169.1 59.7 20.88
1 156 153 39.1 16.7
0 111 145.1 38.9 18.48
1 194 161.6 61.9 23.7
0 146 158.8 56.4 22.37
1 220 154 61.1 25.76
1 175 164.1 56.5 20.98
0 55 104 15.2 14.05
0 231 184.7 71 20.81
0 106 141.7 38 18.93
0 200 175.5 82.8 26.88
0 105 127.6 28.5 17.5
0 143 147.9 33.8 15.45
0 129 152.9 86.9 37.17
0 195 166.7 100.9 36.31
1 67 115.8 19.4 14.47
0 138 145.6 40.6 19.15
1 215 168.2 69.6 24.6
1 194 170.9 83.7 28.66
1 210 155.1 52.6 21.87
1 89 118.2 22.4 16.03
0 203 184.8 69.2 20.26
1 60 107.7 19 16.38
0 155 153.9 71.4 30.15
1 72 104.4 16.8 15.41
0 75 111 18.1 14.69
1 181 158.8 63.6 25.22
0 218 177.6 79.9 25.33
1 228 162.4 49.6 18.81
0 163 152.3 40 17.24
0 218 180.9 74.8 22.86
0 77 113.5 21.8 16.92
0 47 106.1 17.7 15.72
1 172 160.4 58.2 22.62
1 181 167.5 48.8 17.39
0 232 176.9 80.1 25.6
0 57 108.7 22.3 18.87
1 167 164.1 56.6 21.02
0 202 163.1 76.4 28.72
0 48 102.7 15.5 14.7
0 194 177.9 68 21.49
0 53 110 24 19.83
1 224 148.5 37.6 17.05
0 165 171.3 55.9 19.05
1 90 119.6 22.5 15.73
1 218 177 156.4 49.92
0 172 180.7 88.1 26.98
0 161 170.8 64.3 22.04
1 146 157.6 61.5 24.76
1 51 103.8 16 14.85
1 138 152.9 44.2 18.91
1 222 154.2 45.3 19.05
1 26 93.4 14.3 16.39
1 139 159 77 30.46
1 139 157.5 49.1 19.79
0 168 168.9 62.7 21.98
0 136 138.3 32.5 16.99
0 104 122.3 23.5 15.71
1 207 164 56.7 21.08
1 144 155.9 40.4 16.62
1 178 160.8 77.4 29.93
1 156 150.5 40.1 17.7
0 149 164.4 56.6 20.94
0 75 116.7 37.1 27.24
1 204 162.8 45.4 17.13
0 214 173.4 62.1 20.65
0 91 127.7 28.2 17.29
1 119 140.1 32.4 16.51
1 71 115.1 19.2 14.49
1 221 168.1 78.6 27.82
0 189 185.5 96.4 28.01
1 52 102.3 15.3 14.62
1 53 107.6 19.9 17.19
1 56 106.3 16.4 14.51
0 220 180 70.3 21.7
0 193 171.5 62.1 21.11
0 191 168.9 56.7 19.88
0 238 167.3 66.7 23.83
1 122 136 42.4 22.92
1 183 164.8 61.7 22.72
0 189 172.2 53 17.87
1 170 172.5 56.5 18.99
1 96 126.8 34 21.15
1 52 104.6 23.5 21.48
0 109 138.7 32.4 16.84
0 38 95.7 16.3 17.8
0 142 149.5 48.7 21.79
1 26 91.4 14.4 17.24
1 54 108.7 19.3 16.33
1 170 149.8 58.7 26.16
1 29 88.4 12.7 16.25
1 124 133.1 33.2 18.74
0 203 188.7 68.6 19.27
0 178 167.6 62 22.07
1 188 169.4 60.4 21.05
0 158 166.4 50.3 18.17
0 207 163 82.9 31.2
0 34 94.6 15.4 17.21
1 69 118.8 23 16.3
0 59 114 22 16.93
1 161 155.8 80.2 33.04
0 26 91.2 15 18.03
1 237 151.1 54.3 23.78
0 213 168.7 105.2 36.96
1 113 137.1 31.8 16.92
1 154 165.7 81.2 29.57
1 56 104 16.4 15.16
0 159 159.6 64.3 25.24
1 220 163.4 42.4 15.88
1 179 155.1 55.5 23.07
1 36 91.5 13.8 16.48
0 89 120.8 22 15.08
1 204 157.4 93.9 37.9
1 150 159.9 51.6 20.18
0 151 142.9 38.6 18.9
1 80 120.2 22.4 15.5
0 175 153.7 48.1 20.36
0 236 170 71.4 24.71
0 187 157.5 46.3 18.66
1 178 159.4 56.8 22.35
1 158 172.2 60.9 20.54
0 223 179.7 76.8 23.78
0 158 147.2 53.6 24.74
0 25 85.8 11.7 15.89
1 224 154.4 59.5 24.96
1 88 122 22.4 15.05
0 63 117.3 22.2 16.13
1 184 153.2 61.6 26.25
1 150 160.6 48.6 18.84
1 170 158.6 46.5 18.49
1 169 159.7 60.8 23.84
0 216 173.8 59.3 19.63
1 214 161.3 65.1 25.02
0 170 169.2 58.6 20.47
0 46 104.7 17.5 15.96
0 185 177.8 111.4 35.24
0 154 173.5 65.4 21.73
0 62 110.9 17 13.82
1 76 111.9 17.1 13.66
0 206 182 95.2 28.74
0 88 128.4 33.1 20.08
1 33 94.3 13.2 14.84
1 178 158.8 94.5 37.47
1 64 114.8 22.3 16.92
0 119 156.4 69.9 28.58
0 110 137.4 27.9 14.78
0 133 151.4 56.4 24.61
0 221 183.5 79.8 23.7
0 67 118.7 20.8 14.76
1 41 93.2 15.4 17.73
1 101 120.8 19.6 13.43
1 85 117.5 21.1 15.28
0 49 102 15.6 14.99
0 165 182 63.6 19.2
1 180 170.2 60.2 20.78
1 77 123.5 22.7 14.88
1 193 159.9 64.7 25.31
1 86 123.8 22.2 14.48
1 110 133.3 28.1 15.81
0 152 171.6 58.7 19.93
1 92 123.9 21.6 14.07
0 226 180.5 107 32.84
1 231 159.2 90.3 35.63
1 232 151.2 56.9 24.89
0 230 180.1 77.4 23.86
1 225 159.1 44.9 17.74
0 28 90.5 13 15.87
0 146 143.1 38.4 18.75
0 71 115.7 18.4 13.75
1 171 157 73.1 29.66
0 35 94.3 14.3 16.08
0 183 167.6 53.2 18.94
0 173 153.3 38.1 16.21
0 223 170.5 69 23.74
0 229 177.4 76.3 24.24
0 217 172.7 66.2 22.2
1 58 114.9 18.8 14.24
0 37 98.8 17 17.42
0 58 107.3 21.2 18.41
1 187 162.9 52.1 19.63
1 140 152.6 52.4 22.5
0 184 178.5 83.1 26.08
1 67 114.7 20.4 15.51
0 226 170.8 61.1 20.94
0 222 166.2 59.9 21.69
0 143 152.6 47.8 20.53
1 220 167 53.7 19.25
1 82 125.7 27.8 17.59
1 235 157.6 69.1 27.82
1 75 118.5 22.8 16.24
1 54 107.4 23.5 20.37
1 222 170.5 58.3 20.05
0 188 177.5 58.8 18.66
0 99 129.4 30.8 18.39
1 203 154.8 110.8 46.24
0 153 141.8 35.2 17.51
1 240 164.2 118 43.77
0 103 139.2 38.1 19.66
0 50 111.6 19.7 15.82
1 143 162 69.3 26.41
0 123 136.8 35.1 18.76
1 27 83.8 10.1 14.38
1 57 105.5 16.2 14.55
0 167 169 65.9 23.07
0 201 176.1 88.1 28.41
0 151 173.6 94.8 31.46
0 236 172.6 96.7 32.46
1 117 131.1 24.4 14.2
1 226 175.2 84.2 27.43
0 195 168.7 63.1 22.17
1 187 148.3 34.9 15.87
1 144 145.8 31.9 15.01
0 36 91.3 13.8 16.56
0 188 173.9 78.1 25.83
0 182 174.8 61.8 20.23
1 54 107.9 18.6 15.98
1 216 161.2 51 19.63
1 93 127 25.2 15.62
0 224 180.4 171.5 52.7
0 186 173 74.9 25.03
1 211 169.6 141.6 49.23
1 188 168.6 70.4 24.77
0 211 177 76.9 24.55
0 135 154 53.1 22.39
1 201 165.1 60.2 22.09
0 120 132.5 26.7 15.21
0 221 165.5 51.1 18.66
0 35 95.4 17.2 18.9
0 157 165.8 71.2 25.9
1 233 161.6 58.9 22.55
1 107 140.7 38.3 19.35
1 179 143.4 47.5 23.1
0 177 168.2 46.6 16.47
1 76 120.8 26.4 18.09
1 87 124.2 24.7 16.01
1 102 133.8 26.3 14.69
1 46 98.5 15.7 16.18
1 100 142 54.9 27.23
1 122 140.3 38.8 19.71
1 128 155.5 38.5 15.92
0 80 119.5 24.8 17.37
0 94 126 48.4 30.49
1 207 150.2 35.4 15.69
1 165 156 48.7 20.01
0 160 174.2 64.2 21.16
0 214 172 79.9 27.01
0 239 181.1 91.6 27.93
1 208 154.8 69.5 29
1 237 163.7 76.8 28.66
0 48 112.4 22.3 17.65
1 102 124.6 22.6 14.56
0 181 178.4 65.7 20.64
0 83 126.5 25.9 16.19
0 73 114.8 21.8 16.54
1 144 163.3 50.1 18.79
1 187 151.1 44.2 19.36
1 186 165.8 81 29.47
0 147 157 70.2 28.48
0 209 164 51.6 19.19
1 170 163 89.7 33.76
1 59 109.1 19.3 16.21
0 231 170.6 52.9 18.18
0 29 93.8 14.9 16.93
1 124 143 44.4 21.71
0 150 146.7 43.5 20.21
1 173 160 61.6 24.06
0 113 143.5 34.2 16.61
1 205 159.2 49.2 19.41
1 223 147.8 55.4 25.36
0 210 183.3 91.3 27.17
0 190 162.3 47.6 18.07
0 41 95.5 17.3 18.97
1 91 133.5 45.7 25.64
1 195 170.3 75.8 26.14
1 61 104.7 22.1 20.16
0 112 148.1 61.1 27.86
0 212 174.9 67 21.9
1 35 94.9 21.6 23.98
0 61 108.7 17.4 14.73
0 69 120.8 24.1 16.52
0 65 119 26.7 18.85
0 73 115.3 19.6 14.74
0 129 138.9 33.4 17.31
0 201 166.9 54.2 19.46
1 228 160.7 71.5 27.69
1 154 158.3 55 21.95
1 156 163.9 49.9 18.58
0 56 99.9 14.3 14.33
0 233 180.6 70.8 21.71
1 161 159.6 73.2 28.74
0 190 156.9 54 21.94
0 89 119.5 22.9 16.04
0 63 114.5 21.9 16.7
0 159 152.7 41.2 17.67
1 166 170.9 57 19.52
0 98 120.4 25 17.25
1 175 163.6 58.6 21.89
1 27 80.1 10.3 16.05
1 206 164.4 64.3 23.79
1 145 144.6 33.8 16.17
0 181 167.6 68.4 24.35
0 139 145.4 40 18.92
1 199 171.9 68.8 23.28
1 55 112.2 23.7 18.83
0 221 180.9 88 26.89
0 61 109.1 21.2 17.81
1 165 163.7 87 32.47
0 99 142.2 61.3 30.32
0 154 154.9 41 17.09
1 58 116.4 25.1 18.53
0 209 168.1 52.3 18.51
1 168 168.9 84.1 29.48
0 143 143.6 41.7 20.22
1 35 96.4 14.1 15.17
1 184 158 62.2 24.92
1 126 140.8 30.8 15.54
0 221 178.6 60.6 19
1 155 152.2 78.5 33.89
1 214 167.9 49.1 17.42
0 161 163 42.2 15.88
0 29 94.2 15.9 17.92
0 152 155.9 61.8 25.43
0 107 133.1 26 14.68
1 68 112.1 17.2 13.69
1 42 98.5 20.3 20.92
1 192 161.8 60.6 23.15
0 229 172.8 66 22.1
0 238 178.1 68.3 21.53
1 177 160.2 43.7 17.03
1 173 162.2 71.6 27.22
1 138 171 130.1 44.49
1 85 125 23 14.72
1 68 124.3 21.5 13.92
1 103 124.9 23.3 14.94
1 64 114.6 20.6 15.69
0 141 149.9 58.8 26.17
1 208 171.3 87.7 29.89
0 233 170.7 49 16.82
0 132 151.3 49.7 21.71
1 134 153.5 75.8 32.17
1 179 164.5 56.3 20.81
1 164 163.2 53.2 19.97
0 76 113.7 20.8 16.09
0 226 175.9 89.8 29.02
0 94 140.8 37.4 18.87
1 164 149.7 43.9 19.59
1 103 140.1 27.3 13.91
1 28 87.6 11.1 14.46
1 29 91.3 13.2 15.84
0 159 161.5 72.8 27.91
1 154 159.1 76.9 30.38
0 218 163.9 58.7 21.85
1 101 120 19 13.19
0 221 168.3 53.7 18.96
0 155 146.2 33.4 15.63
1 153 166.5 62 22.36
1 69 106.9 15.9 13.91
0 64 119.4 35.2 24.69
0 128 138.6 42.1 21.92
1 70 109.2 15.7 13.17
0 153 157.5 46.7 18.83
